PCIS Permit #,Status,Status Date,Permit Type,Permit Sub-Type,Issue Date,Address Start,Address End,Street Direction,Street Name,Street Suffix,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Zone,Floor Area-L.A. Building Code Definition,Council District,Latitude/Longitude
16014-20000-02265,Issued,09/22/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/22/2016,2657,2657,N,CARMAN CREST,DR,$60000.00,2874,0,1,RE15-1-H,37,4,"(34.1175, -118.34925)"
16014-20001-04140,Issued,09/27/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/27/2016,834,834,N,LAVETA,TER,$0.00,-219,,0,RD3-1VL-HPOZ,-219,1,"(34.07219, -118.25674)"
13014-20000-05263,Issued,08/29/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/29/2016,1025,1025,N,SOMERA,ROAD,$1400000.00,12676,1,2,RE40-1-H,12384,5,"(34.08968, -118.45807)"
16014-70000-02606,Issued,06/09/2016 12:00:00 AM,Bldg-Addition,Commercial,06/09/2016,9255,9255,N,RESEDA,BLVD,$21744.00,76,,0,C4-1VL,76,12,"(34.23878, -118.53628)"
13010-40000-03689,Issued,10/13/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/13/2016,662,662,W,31ST,ST,$350000.00,3311,0,2,RD2-1XL,2038,15,"(33.71618, -118.29126)"
15010-10000-04168,Issued,08/30/2016 12:00:00 AM,Bldg-New,Apartment,08/30/2016,1116,1116,W,D,ST,$1272672.00,7228,5,3,[Q]RD1.5-1XL-O,7671,15,
16014-20000-03871,Issued,08/22/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/22/2016,218,218,N,HARVARD,BLVD,$15000.00,255.5,,0,R1-1,255.5,10,"(34.07591, -118.30417)"
16010-20000-04408,Issued,10/19/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/19/2016,4266,4266,S,DALTON,AVE,$70000.00,0,,1,R2-1,920,8,"(34.00556, -118.30328)"
15014-20000-01554,Issued,09/08/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/08/2016,7750,7750,W,LE BERTHON,ST,$22000.00,436,0,0,R1-1,364,7,"(34.26777, -118.30199)"
16014-20000-04365,Issued,09/26/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/26/2016,6863,6863,N,YARMOUTH,AVE,$65000.00,549,0,1,R1-1,549,3,"(34.19566, -118.51982)"
16014-30000-02894,Issued,09/28/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/28/2016,10541,10541,W,AYRES,AVE,$15000.00,2074,0,1,R2-1-O,112,5,"(34.04355, -118.42016)"
15010-10000-03202,Issued,06/28/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/28/2016,1643,1643,N,WATERLOO,ST,$450000.00,2949,1,2,R2-1VL,3557,13,"(34.08614, -118.26281)"
16014-20000-04109,Issued,08/29/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/29/2016,7938,7938,N,KENTLAND,AVE,$25000.00,195,0,0,RS-1,195,12,"(34.21483, -118.61749)"
16010-10000-00426,Issued,09/29/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/29/2016,4335,4335,N,JIMSON,ROAD,$212754.00,1558,1,3,[Q]C2-1VL-CDO,2280,1,
14010-20000-02530,Issued,08/21/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/21/2015,7012,7012,N,AMIGO,AVE,$110000.00,1089,1,1,R1-1,1089,3,
16014-30000-01784,Issued,10/11/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/11/2016,16757,16757,W,OCTAVIA,PL,$100000.00,4261,0,0,RE15-1-H,499,5,"(34.14592, -118.4988)"
16014-20000-03003,Issued,09/27/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/27/2016,11546,11546,W,HESBY,ST,$90000.00,443,,1,R1-1,443,2,"(34.16206, -118.38394)"
16014-40000-00892,Issued,10/11/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/11/2016,1217,1217,N,BAY VIEW,AVE,$80000.00,1925,0,1,R1-1XL-O,797,15,"(33.78717, -118.2707)"
16010-10000-00412,Issued,09/29/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/29/2016,1551,1551,W,VERBENA,WAY,$212754.00,1558,1,3,[Q]C2-1VL-CDO,2280,1,
16014-20000-04342,Issued,10/04/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/04/2016,11063,11063,W,FENWAY,ST,$10000.00,105,,0,RA-1-K,105,7,"(34.24833, -118.37256)"
16014-20000-03417,Issued,10/13/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/13/2016,22950,22950,W,ERWIN,ST,$140000.00,4923.9,,1,RA-1,2052.7,3,"(34.18266, -118.62697)"
16014-20000-04031,Issued,08/29/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/29/2016,6301,6301,N,SHIRLEY,AVE,$51000.00,463.9,,0,R1-1-RIO,463.9,3,"(34.18495, -118.55745)"
15010-30000-01066,Issued,09/26/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/26/2016,14,14,S,BEVERLY,PARK,$390000.00,1450,0,1,RE40-1-H,1450,5,"(34.10717, -118.42143)"
15016-10001-04579,Issued,10/17/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/17/2016,16503,16503,W,NAPA,ST,$7000.00,699,,0,RA-1,186,12,"(34.22673, -118.49195)"
16014-20000-04407,Issued,10/06/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/06/2016,1413,1413,W,252ND,ST,$68000.00,637,,1,R2-1XL,637,15,"(33.79585, -118.30165)"
16010-20000-02204,Issued,10/05/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/05/2016,1224,1224,S,CAMDEN,DR,$680000.00,3988,1,2,R1-1-O,4375.79,5,"(34.05614, -118.40068)"
16010-10000-01399,Issued,09/30/2016 12:00:00 AM,Bldg-New,Commercial,09/30/2016,7026,7026,N,TOPANGA CANYON,BLVD,$4000000.00,65380,,3,P-1VL-RIO,70112,3,"(34.19811, -118.60562)"
16010-30000-00688,Issued,09/12/2016 12:00:00 AM,Bldg-New,Apartment,09/12/2016,6624,6624,N,BALBOA,BLVD,$645000.00,5836,4,2,RD1.5-1-RIO,6122,6,"(34.19106, -118.50092)"
16014-30000-01346,Issued,09/08/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/08/2016,2340,2340,S,VETERAN,AVE,$200000.00,1670,0,1,R1-1,308,5,"(34.03983, -118.43215)"
15010-10000-03262,Issued,10/07/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/07/2016,801,801,N,TIPTON,TER,$300000.00,334.5,0,2,RE15-1,334.5,14,"(34.12852, -118.19217)"
15014-30000-02939,Issued,09/20/2016 12:00:00 AM,Bldg-Addition,Commercial,09/20/2016,1026,1026,S,ROBERTSON,BLVD,$10000.00,0,,4,[Q]C2-1-O,211,5,"(34.05846, -118.38344)"
16010-20000-03792,Issued,09/30/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/30/2016,4859,4859,N,ALMIDOR,AVE,$51000.00,448,,1,RS-1,448,3,"(34.15909, -118.63349)"
15014-20000-04794,Issued,10/05/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/05/2016,17411,17411,W,POSETANO,ROAD,$13000.00,210,0,0,R1-1,210,11,"(34.03955, -118.55684)"
16014-10000-01313,Issued,09/15/2016 12:00:00 AM,Bldg-Addition,Apartment,09/15/2016,10520,10520,W,EASTBORNE,AVE,$199406.00,5977,0,2,[Q]R3-1-O,396,5,"(34.05584, -118.42819)"
16010-40000-02839,Issued,09/13/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/13/2016,1022,1022,W,M,ST,$100000.00,1982,1,1,R1-1XL-O-CUGU,2375,15,"(33.78859, -118.27586)"
16010-20000-02185,Issued,08/22/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/22/2016,22051,22051,W,COHASSET,ST,$3000.00,0,,1,R1-1,180,3,"(34.2066, -118.60778)"
16014-10000-03467,Issued,08/15/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/15/2016,2841,2841,W,PALMER,DR,$16500.00,1948,0,1,R1-1,117,14,"(34.13175, -118.22838)"
16010-20000-03834,Issued,08/30/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/30/2016,11584,11584,W,CANTON,DR,$5000.00,140,0,1,RE15-1-H,140,2,"(34.13255, -118.3864)"
15010-10000-04160,Issued,08/30/2016 12:00:00 AM,Bldg-New,Apartment,08/30/2016,1002,1002,W,D,ST,$1077786.00,6340,7,3,[Q]RD1.5-1XL-O,6687,15,
16010-10000-00843,Issued,06/21/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/21/2016,1212,1214,E,55TH,ST,$480322.00,3175,2,2,R2-1,3309,9,"(33.99285, -118.25388)"
16014-10000-03877,Issued,09/26/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/26/2016,3933,3933,N,WAWONA,ST,$45000.00,927,0,0,R1-1-CDO,283,14,"(34.12701, -118.23336)"
16014-20000-03772,Issued,08/15/2016 12:00:00 AM,Bldg-Addition,Apartment,08/15/2016,4546,4546,N,WHITE OAK,AVE,$10000.00,61,,0,RA-1,441,5,"(34.15323, -118.51466)"
16010-70000-03029,Issued,09/27/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/27/2016,4814,4814,W,SATURN,ST,$300000.00,2619,2,2,RD1.5-1-O,3103,10,
14010-10000-01480,Issued,11/25/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/25/2014,1046,1046,N,GLEN ARBOR,AVE,$272000.00,1728,1,2,R1-1,2106,14,"(34.13356, -118.18756)"
16014-10000-04118,Issued,08/30/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/30/2016,948,948,N,ORLANDO,AVE,$75000.00,2033,0,1,R1-1,497,5,"(34.08836, -118.37303)"
16014-20000-03962,Issued,08/19/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/19/2016,8038,8038,W,KYLE,ST,$30000.00,50,0,0,R1-1-RFA,50,7,"(34.26453, -118.30836)"
16014-20000-03066,Issued,08/18/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/18/2016,3523,3523,N,LAURELVALE,DR,$36500.00,0,,0,RE15-1-H,0,2,"(34.13518, -118.38656)"
16010-20000-00064,Issued,10/04/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/04/2016,6538,6538,N,AGNES,AVE,$100000.00,1016,1,1,R1-1,1016,2,
16010-10000-01473,Issued,09/20/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/20/2016,2026,2026,S,WALNUT,AVE,$380000.00,2791,1,2,R1-1VLD,3281,11,"(33.99985, -118.4534)"
16014-10000-04003,Issued,10/04/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/04/2016,9825,9825,N,SHOUP,AVE,$8000.00,0,,0,RA-1,418,12,"(34.24888, -118.61504)"
16014-20000-00592,Issued,09/20/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/20/2016,12706,12706,W,SARAH,ST,$89000.00,1915,,2,R1-1-RFA-RIO,845,2,"(34.15391, -118.40971)"
16014-40000-04425,Issued,09/20/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/20/2016,1220,1220,W,R,ST,$25000.00,1369,0,1,R1-1XL-CUGU,495,15,"(33.79665, -118.27814)"
16014-40000-03108,Issued,08/24/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/24/2016,3461,3461,S,CLOVERDALE,AVE,$41410.00,410,,0,R1-1,410,10,"(34.02355, -118.36053)"
15014-20001-03157,Issued,10/14/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/14/2016,5443,5443,N,AURA,AVE,$7000.00,524,0,1,RA-1,524,3,"(34.17022, -118.55461)"
16010-10000-03041,Issued,10/18/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/18/2016,1365,1365,E,PRESTON,WAY,$636000.00,4841,1,2,R1-1VLD,5289,11,"(34.00401, -118.45273)"
16014-20000-04146,Issued,09/09/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/09/2016,6955,6955,N,WOODLAKE,AVE,$47000.00,416.87,,1,RS-1,416.87,12,"(34.19609, -118.63173)"
16010-10002-01051,Issued,10/13/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/13/2016,10855,10855,N,SWEETWATER,CT,$77000.00,6053,,2,(Q)RA-1-H,933,12,
16014-20000-04081,Issued,09/01/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/01/2016,6818,6818,N,GLADE,AVE,$65000.00,374,0,1,R1-1-RIO,374,3,"(34.19433, -118.60788)"
16010-20000-02037,Issued,09/23/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/23/2016,5916,5916,W,CANYON HEIGHTS,LANE,$22000.00,0,0,1,RE9-1D,342,4,"(34.11407, -118.31691)"
16014-20000-04583,Issued,09/30/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/30/2016,12235,12235,W,MILLDALE,CT,$85000.00,1179,,1,R1-1,1179,2,"(34.21104, -118.40002)"
16014-10000-04687,Issued,10/06/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/06/2016,5831,5831,E,FAYETTE,ST,$40000.00,708,0,0,R1-1,708,14,"(34.11955, -118.19092)"
16014-20000-03356,Issued,08/16/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/16/2016,6153,6153,N,KENWATER,AVE,$45000.00,426,,0,RS-1,426,3,"(34.18254, -118.64431)"
14014-10000-03614,Issued,08/17/2016 12:00:00 AM,Bldg-Addition,Commercial,08/17/2016,1020,1020,W,ANAHEIM,ST,$120000.00,2110,,1,[Q]C2-1VL-O,1061,15,"(33.77911, -118.27495)"
16014-10000-02076,Issued,09/01/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/01/2016,8559,8559,N,MINUET,PL,$30000.00,1723,0,1,R1-1,816,6,"(34.22627, -118.43384)"
16014-10000-02330,Issued,08/19/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/19/2016,901,901,E,FLOWER,AVE,$60000.00,424,,2,R1-1VLD,434,11,"(34.00204, -118.46455)"
16010-10000-02028,Issued,09/27/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/27/2016,123,125,E,57TH,ST,$365000.00,3175,2,2,R2-1,3348,9,"(33.99079, -118.27309)"
16014-20000-03941,Issued,09/07/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/07/2016,16741,16741,W,LOS ALIMOS,ST,$6100.00,0,,1,RS-1,407,12,"(34.26571, -118.49707)"
15014-10000-05105,Issued,09/30/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/30/2016,3723,3723,N,LOMITAS,DR,$150000.00,1912,0,2,[Q]R1-1D,1292,14,"(34.0893, -118.18741)"
16014-40000-02036,Issued,10/17/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/17/2016,10560,10560,W,BLYTHE,AVE,$60000.00,3121,,2,R1-1-O,152,5,"(34.04218, -118.42027)"
16010-20000-01491,Issued,06/17/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/17/2016,9232,9232,N,DORRINGTON,PL,$5000.00,320,,1,RA-1,320,6,"(34.23714, -118.43749)"
15010-70000-03623,Issued,09/30/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/30/2016,2520,2520,S,BARRY,AVE,$15900.00,,,1,R1-1,318,11,"(34.02909, -118.44228)"
16014-30000-04593,Issued,10/11/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/11/2016,3529,3529,S,REDWOOD,AVE,$80000.00,338,0,1,R1-1VLD,338,11,"(34.00308, -118.44988)"
15014-20000-04213,Issued,08/15/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/15/2016,12621,12621,W,CANTARA,ST,$150000.00,356,,2,R1-1,500,2,"(34.21996, -118.40819)"
16010-30000-01304,Issued,09/08/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/08/2016,11500,11500,W,MISSOURI,AVE,$466000.00,3037,1,2,R2-1,3441,11,
16010-10000-00261,Issued,09/07/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/07/2016,11900,11900,W,WASHINGTON,PL,$207835.00,1815,1,3,R3-1,2236,11,"(34.00228, -118.42448)"
16014-20000-04857,Issued,10/12/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/12/2016,8673,8673,N,CANTERBURY,AVE,$4100.00,253,0,253,R1-1,253,6,"(34.2273, -118.42226)"
16014-20003-01820,Issued,09/21/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/21/2016,7333,7333,N,RANCHITO,AVE,$12000.00,112,,0,R1-1,112,2,"(34.20414, -118.43583)"
15014-20000-05233,Issued,08/26/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/26/2016,1654,1654,N,BLUE JAY,WAY,$450000.00,467,0,0,RE15-1-H,467,4,"(34.10357, -118.38676)"
16010-30000-02720,Issued,08/31/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/31/2016,4416,4416,S,CAMPBELL,DR,$364500.00,2174.7,1,2,R1-1,2539.3,11,"(33.99403, -118.42281)"
15014-20000-02260,Issued,10/07/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/07/2016,10517,10517,N,SHOSHONE,AVE,$61000.00,1140,1,0,R1-1,740,12,
15010-10000-00898,Issued,09/19/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/19/2016,421,421,N,PUERTO DEL MAR,,$400000.00,3100,0,4,R1-1,452,11,"(34.04078, -118.53978)"
16010-20000-00010,Issued,09/26/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/26/2016,9121,9121,W,LA TUNA CANYON,ROAD,$108000.00,2480,,1,A2-1-K,2480,7,"(34.23661, -118.3316)"
15010-10000-04152,Issued,08/30/2016 12:00:00 AM,Bldg-New,Apartment,08/30/2016,1001,1001,W,E,ST,$1105488.00,6258,7,3,[Q]RD1.5-1XL-O,6850,15,
16014-10000-03959,Issued,09/19/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/19/2016,8423,8423,W,WENTWORTH,ST,$50000.00,1882,0,0,R1-1,355,7,"(34.26707, -118.31646)"
16014-20000-04090,Issued,09/14/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/14/2016,17034,17034,W,SEPTO,ST,$20000.00,144,,2,(T)RE11-1,144,12,"(34.25103, -118.50364)"
15010-10001-04643,Issued,10/17/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/17/2016,1322,1322,N,QUINTERO,ST,$62276.00,1881,1,4,RD1.5-1VL,2529,13,
16016-20000-00817,Issued,10/14/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/14/2016,445,445,N,SURFVIEW,DR,$200000.00,180,,1,RE15-1-H,180,11,"(34.04821, -118.5669)"
15014-30000-04401,Issued,08/30/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/30/2016,2251,2251,S,PELHAM,AVE,$125000.00,2834,0,2,R1-1-O,960,5,"(34.04517, -118.42626)"
16010-20000-02807,Issued,09/02/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/02/2016,23406,23406,W,SCHOOLCRAFT,ST,$40500.00,400,0,1,RS-1,400,12,"(34.19514, -118.63843)"
16010-70000-01684,Issued,08/26/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/26/2016,627,627,N,MARIPOSA,AVE,$169000.00,2070,2,2,[Q]R3-1,3044,13,"(34.0821, -118.2995)"
16010-20000-00014,Issued,03/21/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/21/2016,8002,8002,N,FAIRCHILD,AVE,$100000.00,953,1,2,RS-1,953,3,
16010-70000-03031,Issued,09/27/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/27/2016,4818,4818,W,SATURN,ST,$300000.00,2619,2,2,RD1.5-1-O,3103,10,"(34.04399, -118.34227)"
16014-10000-03275,Issued,09/28/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/28/2016,1113,1113,N,AVENUE 54,,$32500.00,0,,0,R1-1,0,1,"(34.11875, -118.1993)"
15010-10000-00347,Issued,11/12/2015 12:00:00 AM,Bldg-New,Commercial,11/12/2015,1000,1000,W,8TH,ST,$156989672.00,842076,735,56,C2-4D,137688,14,"(34.04866, -118.26309)"
16014-30000-04717,Issued,10/12/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/12/2016,8130,8130,S,FORDHAM,ROAD,$15000.00,160,,1,R1-1,160,11,"(33.96361, -118.41863)"
16014-10000-02616,Issued,08/29/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/29/2016,1910,1910,N,VINEBURN,AVE,$70000.00,801,,0,R1-1,801,14,"(34.06537, -118.1899)"
16014-40000-02294,Issued,10/05/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/05/2016,1259,1259,W,18TH,ST,$180000.00,2228,0,2,R1-1XL,1216,15,"(33.72782, -118.3048)"
15010-10000-02366,Issued,09/15/2015 12:00:00 AM,Bldg-New,Commercial,09/15/2015,877,877,S,FRANCISCO,ST,$50316942.00,6377,,8,C2-4D,53321,14,"(34.04791, -118.26383)"
16014-20000-02298,Issued,07/12/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/12/2016,12164,12164,N,HAVANA,AVE,$25000.00,400,,0,RS-1,312,7,"(34.29159, -118.45386)"
16010-20000-03520,Issued,09/06/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/06/2016,17735,17735,W,SAN FERNANDO MISSION,BLVD,$12100.00,186,,1,RA-1,186,12,"(34.27232, -118.52101)"
16014-30000-02603,Issued,08/15/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/15/2016,879,879,N,MUSKINGUM,AVE,$720000.00,4431,0,2,RE15-1,4248,11,"(34.05045, -118.53313)"
15010-10000-03030,Issued,10/03/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/03/2016,13113,13113,W,CARL,ST,$16000.00,,0,1,R1-1-O,493.5,7,"(34.26642, -118.41819)"
16014-10000-01665,Issued,08/29/2016 12:00:00 AM,Bldg-Addition,Commercial,08/29/2016,8900,8900,N,DE SOTO,AVE,$475000.00,1125,,0,MR2-1,1125,3,
16014-10000-00909,Issued,09/01/2016 12:00:00 AM,Bldg-Addition,Commercial,09/01/2016,3825,3825,N,MISSION,ROAD,$300000.00,11269,,2,[Q]C2-1,1916,1,"(34.07009, -118.19958)"
16014-20000-03444,Issued,09/08/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/08/2016,12494,12494,W,WAGNER,ST,$198000.00,1545,,2,R1-1,1597,11,"(33.98804, -118.42165)"
16010-70000-03133,Issued,09/23/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/23/2016,645,645,E,78TH,ST,$357000.00,3540,2,2,R2-1,3540,9,"(33.96855, -118.26342)"
16014-20000-04505,Issued,10/14/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/14/2016,11042,11042,,BENJAMIN,LANE,$5100.00,2578,0,2,RS-1,220,12,
15010-70000-04566,Issued,07/07/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,07/07/2016,227,229,E,67TH,ST,$367000.00,3625,2,2,R2-1,3625,9,"(33.9789, -118.27061)"
16014-20000-02914,Issued,08/12/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/12/2016,10418,10418,N,HADDON,AVE,$45000.00,452,0,0,R1-1-O-CUGU,452,7,"(34.25951, -118.42687)"
16010-10000-02803,Issued,09/27/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/27/2016,145,147,W,70TH,ST,$385000.00,3394,2,2,R2-1,4084,9,"(33.97662, -118.2756)"
16010-10000-02179,Issued,09/13/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/13/2016,2640,2640,S,KELTON,AVE,$20000.00,0,,1,R1-1,376,5,"(34.03522, -118.42682)"
15010-10000-01586,Issued,10/13/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/13/2016,8765,8765,W,SKYLINE,DR,$550000.00,2616,1,2,RE15-1,3737,4,"(34.11556, -118.38582)"
16010-30000-03332,Issued,09/15/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/15/2016,12221,12221,W,CHARNOCK,ROAD,$501.00,,,1,R1-1,350,11,"(34.00872, -118.43509)"
16014-30000-04001,Issued,10/06/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/06/2016,5662,5662,W,PICKFORD,ST,$30000.00,1278,0,1,R1-1-O,187,10,"(34.04661, -118.3632)"
16010-10000-00282,Issued,04/15/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/15/2016,812,814,W,61ST,ST,$385000.00,3487,2,2,RD2-1,3906,9,"(33.98451, -118.28758)"
15010-10000-02510,Issued,08/26/2016 12:00:00 AM,Bldg-New,Commercial,08/26/2016,2002,2002,W,SLAUSON,AVE,$1400000.00,8588,,2,M2-1,8588,8,"(33.98891, -118.31398)"
15010-10000-03014,Issued,09/09/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/09/2016,714,714,N,LUCILE,AVE,$400000.00,3932.46,2,3,RD2-1VL,4942.52,13,
16014-40000-03486,Issued,10/17/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/17/2016,838,838,W,BLOOMWOOD,ROAD,$73000.00,2230,0,2,R1-1XL,428,15,"(33.75878, -118.29657)"
16010-20000-02533,Issued,10/03/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/03/2016,10555,10555,W,HOLMAN,AVE,$625000.00,4501,1,2,R1-1-O,5014,5,"(34.0565, -118.42932)"
16014-30000-03942,Issued,10/03/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/03/2016,152,152,S,VAN NESS,AVE,$16000.00,0,,0,R1-1-HPOZ,504,4,"(34.07145, -118.31545)"
16014-20000-01745,Issued,09/30/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/30/2016,10654,10654,W,BLYTHE,AVE,$228000.00,1649.5,,2,R1-1-O,1649.5,5,"(34.04054, -118.42312)"
15014-20000-00134,Issued,09/16/2016 12:00:00 AM,Bldg-Addition,Apartment,09/16/2016,1408,1408,S,WESTWOOD,BLVD,$80000.00,457,0,3,C4-1VL-POD,0,5,"(34.05512, -118.44136)"
16010-10000-00407,Issued,09/29/2016 12:00:00 AM,Bldg-New,Commercial,09/29/2016,4320,4320,N,EAGLE ROCK,BLVD,$277829.00,2232,1,3,[Q]C2-1VL-CDO,2993,1,"(34.12279, -118.22268)"
